5952
CP_ID	CP_CSID	CP_POSIDX	CP_W	CP_Z	CP_RGH	CP_BLOCK
2445	306	5	10	0	0.025	1
2446	306	6	13	2	0.025	1
2447	306	7	35	2	0.025	1
2448	306	8	43	6	0.025	1
2449	307	1	-43	6	0.025	1
2450	307	2	-35	2	0.025	1
2451	307	3	-13	2	0.025	1
2452	307	4	-10	0	0.025	1
2453	307	5	10	0	0.025	1
2454	307	6	13	2	0.025	1
2455	307	7	35	2	0.025	1
2456	307	8	43	6	0.025	1
2457	308	1	-43	6	0.025	1
2458	308	2	-35	2	0.025	1
2459	308	3	-13	2	0.025	1
2460	308	4	-10	0	0.025	1
2461	308	5	10	0	0.025	1
2462	308	6	13	2	0.025	1
2463	308	7	35	2	0.025	1
2464	308	8	43	6	0.025	1
2465	309	1	-43	6	0.025	1
2466	309	2	-35	2	0.025	1
2467	309	3	-13	2	0.025	1
2468	309	4	-10	0	0.025	1
2469	309	5	10	0	0.025	1
2470	309	6	13	2	0.025	1
2471	309	7	35	2	0.025	1
2472	309	8	43	6	0.025	1
2473	310	1	-43	6	0.025	1
2474	310	2	-35	2	0.025	1
2475	310	3	-13	2	0.025	1
2476	310	4	-10	0	0.025	1
2477	310	5	10	0	0.025	1
2478	310	6	13	2	0.025	1
2479	310	7	35	2	0.025	1
2480	310	8	43	6	0.025	1
2481	311	1	-43	6	0.025	1
2482	311	2	-35	2	0.025	1
2483	311	3	-13	2	0.025	1
2484	311	4	-10	0	0.025	1
2485	311	5	10	0	0.025	1
2486	311	6	13	2	0.025	1
2487	311	7	35	2	0.025	1
2488	311	8	43	6	0.025	1
2489	312	1	-43	6	0.025	1
2490	312	2	-35	2	0.025	1
2491	312	3	-13	2	0.025	1
2492	312	4	-10	0	0.025	1
2493	312	5	10	0	0.025	1
2494	312	6	13	2	0.025	1
2495	312	7	35	2	0.025	1
2496	312	8	43	6	0.025	1
2497	313	1	-43	6	0.025	1
2498	313	2	-35	2	0.025	1
2499	313	3	-13	2	0.025	1
2500	313	4	-10	0	0.025	1
2501	313	5	10	0	0.025	1
2502	313	6	13	2	0.025	1
2503	313	7	35	2	0.025	1
2504	313	8	43	6	0.025	1
2505	314	1	-43	6	0.025	1
2506	314	2	-35	2	0.025	1
2507	314	3	-13	2	0.025	1
2508	314	4	-10	0	0.025	1
2509	314	5	10	0	0.025	1
2510	314	6	13	2	0.025	1
2511	314	7	35	2	0.025	1
2512	314	8	43	6	0.025	1
2513	315	1	-43	6	0.025	1
2514	315	2	-35	2	0.025	1
2515	315	3	-13	2	0.025	1
2516	315	4	-10	0	0.025	1
2517	315	5	10	0	0.025	1
2518	315	6	13	2	0.025	1
2519	315	7	35	2	0.025	1
2520	315	8	43	6	0.025	1
2521	316	1	-43	6	0.025	1
2522	316	2	-35	2	0.025	1
2523	316	3	-13	2	0.025	1
2524	316	4	-10	0	0.025	1
2525	316	5	10	0	0.025	1
2526	316	6	13	2	0.025	1
2527	316	7	35	2	0.025	1
2528	316	8	43	6	0.025	1
2529	317	1	-43	6	0.025	1
2530	317	2	-35	2	0.025	1
2531	317	3	-13	2	0.025	1
2532	317	4	-10	0	0.025	1
2533	317	5	10	0	0.025	1
2534	317	6	13	2	0.025	1
2535	317	7	35	2	0.025	1
2536	317	8	43	6	0.025	1
2537	318	1	-43	6	0.025	1
2538	318	2	-35	2	0.025	1
2539	318	3	-13	2	0.025	1
2540	318	4	-10	0	0.025	1
2541	318	5	10	0	0.025	1
2542	318	6	13	2	0.025	1
2543	318	7	35	2	0.025	1
2544	318	8	43	6	0.025	1
2545	319	1	-43	6	0.025	1
2546	319	2	-35	2	0.025	1
2547	319	3	-13	2	0.025	1
2548	319	4	-10	0	0.025	1
2549	319	5	10	0	0.025	1
2550	319	6	13	2	0.025	1
2551	319	7	35	2	0.025	1
2552	319	8	43	6	0.025	1
2553	320	1	-43	6	0.025	1
2554	320	2	-35	2	0.025	1
2555	320	3	-13	2	0.025	1
2556	320	4	-10	0	0.025	1
2557	320	5	10	0	0.025	1
2558	320	6	13	2	0.025	1
2559	320	7	35	2	0.025	1
2560	320	8	43	6	0.025	1
2561	321	1	-43	6	0.025	1
2562	321	2	-35	2	0.025	1
2563	321	3	-13	2	0.025	1
2564	321	4	-10	0	0.025	1
2565	321	5	10	0	0.025	1
2566	321	6	13	2	0.025	1
2567	321	7	35	2	0.025	1
2568	321	8	43	6	0.025	1
2569	322	1	-43	6	0.025	1
2570	322	2	-35	2	0.025	1
2571	322	3	-13	2	0.025	1
2572	322	4	-10	0	0.025	1
2573	322	5	10	0	0.025	1
2574	322	6	13	2	0.025	1
2575	322	7	35	2	0.025	1
2576	322	8	43	6	0.025	1
2577	323	1	-43	6	0.025	1
2578	323	2	-35	2	0.025	1
2579	323	3	-13	2	0.025	1
2580	323	4	-10	0	0.025	1
2581	323	5	10	0	0.025	1
2582	323	6	13	2	0.025	1
2583	323	7	35	2	0.025	1
2584	323	8	43	6	0.025	1
2585	324	1	-43	6	0.025	1
2586	324	2	-35	2	0.025	1
2587	324	3	-13	2	0.025	1
2588	324	4	-10	0	0.025	1
2589	324	5	10	0	0.025	1
2590	324	6	13	2	0.025	1
2591	324	7	35	2	0.025	1
2592	324	8	43	6	0.025	1
2593	325	1	-43	6	0.025	1
2594	325	2	-35	2	0.025	1
2595	325	3	-13	2	0.025	1
2596	325	4	-10	0	0.025	1
2597	325	5	10	0	0.025	1
2598	325	6	13	2	0.025	1
2599	325	7	35	2	0.025	1
2600	325	8	43	6	0.025	1
2601	326	1	-43	6	0.025	1
2602	326	2	-35	2	0.025	1
2603	326	3	-13	2	0.025	1
2604	326	4	-10	0	0.025	1
2605	326	5	10	0	0.025	1
2606	326	6	13	2	0.025	1
2607	326	7	35	2	0.025	1
2608	326	8	43	6	0.025	1
2609	327	1	-43	6	0.025	1
2610	327	2	-35	2	0.025	1
2611	327	3	-13	2	0.025	1
2612	327	4	-10	0	0.025	1
2613	327	5	10	0	0.025	1
2614	327	6	13	2	0.025	1
2615	327	7	35	2	0.025	1
2616	327	8	43	6	0.025	1
2617	328	1	-43	6	0.025	1
2618	328	2	-35	2	0.025	1
2619	328	3	-13	2	0.025	1
2620	328	4	-10	0	0.025	1
2621	328	5	10	0	0.025	1
2622	328	6	13	2	0.025	1
2623	328	7	35	2	0.025	1
2624	328	8	43	6	0.025	1
2625	329	1	-43	6	0.025	1
2626	329	2	-35	2	0.025	1
2627	329	3	-13	2	0.025	1
2628	329	4	-10	0	0.025	1
2629	329	5	10	0	0.025	1
2630	329	6	13	2	0.025	1
2631	329	7	35	2	0.025	1
2632	329	8	43	6	0.025	1
2633	330	1	-43	6	0.025	1
2634	330	2	-35	2	0.025	1
2635	330	3	-13	2	0.025	1
2636	330	4	-10	0	0.025	1
2637	330	5	10	0	0.025	1
2638	330	6	13	2	0.025	1
2639	330	7	35	2	0.025	1
2640	330	8	43	6	0.025	1
2641	331	1	-43	6	0.025	1
2642	331	2	-35	2	0.025	1
2643	331	3	-13	2	0.025	1
2644	331	4	-10	0	0.025	1
2645	331	5	10	0	0.025	1
2646	331	6	13	2	0.025	1
2647	331	7	35	2	0.025	1
2648	331	8	43	6	0.025	1
2649	332	1	-43	6	0.025	1
2650	332	2	-35	2	0.025	1
2651	332	3	-13	2	0.025	1
2652	332	4	-10	0	0.025	1
2653	332	5	10	0	0.025	1
2654	332	6	13	2	0.025	1
2655	332	7	35	2	0.025	1
2656	332	8	43	6	0.025	1
2657	333	1	-43	6	0.025	1
2658	333	2	-35	2	0.025	1
2659	333	3	-13	2	0.025	1
2660	333	4	-10	0	0.025	1
2661	333	5	10	0	0.025	1
2662	333	6	13	2	0.025	1
2663	333	7	35	2	0.025	1
2664	333	8	43	6	0.025	1
2665	334	1	-43	6	0.025	1
2666	334	2	-35	2	0.025	1
2667	334	3	-13	2	0.025	1
2668	334	4	-10	0	0.025	1
2669	334	5	10	0	0.025	1
2670	334	6	13	2	0.025	1
2671	334	7	35	2	0.025	1
2672	334	8	43	6	0.025	1
2673	335	1	-43	6	0.025	1
2674	335	2	-35	2	0.025	1
2675	335	3	-13	2	0.025	1
2676	335	4	-10	0	0.025	1
2677	335	5	10	0	0.025	1
2678	335	6	13	2	0.025	1
2679	335	7	35	2	0.025	1
2680	335	8	43	6	0.025	1
2681	336	1	-43	6	0.025	1
2682	336	2	-35	2	0.025	1
2683	336	3	-13	2	0.025	1
2684	336	4	-10	0	0.025	1
2685	336	5	10	0	0.025	1
2686	336	6	13	2	0.025	1
2687	336	7	35	2	0.025	1
2688	336	8	43	6	0.025	1
2689	337	1	-43	6	0.025	1
2690	337	2	-35	2	0.025	1
2691	337	3	-13	2	0.025	1
2692	337	4	-10	0	0.025	1
2693	337	5	10	0	0.025	1
2694	337	6	13	2	0.025	1
2695	337	7	35	2	0.025	1
2696	337	8	43	6	0.025	1
2697	338	1	-43	6	0.025	1
2698	338	2	-35	2	0.025	1
2699	338	3	-13	2	0.025	1
2700	338	4	-10	0	0.025	1
2701	338	5	10	0	0.025	1
2702	338	6	13	2	0.025	1
2703	338	7	35	2	0.025	1
2704	338	8	43	6	0.025	1
2705	339	1	-43	6	0.025	1
2706	339	2	-35	2	0.025	1
2707	339	3	-13	2	0.025	1
2708	339	4	-10	0	0.025	1
2709	339	5	10	0	0.025	1
2710	339	6	13	2	0.025	1
2711	339	7	35	2	0.025	1
2712	339	8	43	6	0.025	1
2713	340	1	-43	6	0.025	1
2714	340	2	-35	2	0.025	1
2715	340	3	-13	2	0.025	1
2716	340	4	-10	0	0.025	1
2717	340	5	10	0	0.025	1
2718	340	6	13	2	0.025	1
2719	340	7	35	2	0.025	1
2720	340	8	43	6	0.025	1
2721	341	1	-43	6	0.025	1
2722	341	2	-35	2	0.025	1
2723	341	3	-13	2	0.025	1
2724	341	4	-10	0	0.025	1
2725	341	5	10	0	0.025	1
2726	341	6	13	2	0.025	1
2727	341	7	35	2	0.025	1
2728	341	8	43	6	0.025	1
2729	342	1	-43	6	0.025	1
2730	342	2	-35	2	0.025	1
2731	342	3	-13	2	0.025	1
2732	342	4	-10	0	0.025	1
2733	342	5	10	0	0.025	1
2734	342	6	13	2	0.025	1
2735	342	7	35	2	0.025	1
2736	342	8	43	6	0.025	1
2737	343	1	-43	6	0.025	1
2738	343	2	-35	2	0.025	1
2739	343	3	-13	2	0.025	1
2740	343	4	-10	0	0.025	1
2741	343	5	10	0	0.025	1
2742	343	6	13	2	0.025	1
2743	343	7	35	2	0.025	1
2744	343	8	43	6	0.025	1
2745	344	1	-43	6	0.025	1
2746	344	2	-35	2	0.025	1
2747	344	3	-13	2	0.025	1
2748	344	4	-10	0	0.025	1
2749	344	5	10	0	0.025	1
2750	344	6	13	2	0.025	1
2751	344	7	35	2	0.025	1
2752	344	8	43	6	0.025	1
2753	345	1	-43	6	0.025	1
2754	345	2	-35	2	0.025	1
2755	345	3	-13	2	0.025	1
2756	345	4	-10	0	0.025	1
2757	345	5	10	0	0.025	1
2758	345	6	13	2	0.025	1
2759	345	7	35	2	0.025	1
2760	345	8	43	6	0.025	1
2761	346	1	-43	6	0.025	1
2762	346	2	-35	2	0.025	1
2763	346	3	-13	2	0.025	1
2764	346	4	-10	0	0.025	1
2765	346	5	10	0	0.025	1
2766	346	6	13	2	0.025	1
2767	346	7	35	2	0.025	1
2768	346	8	43	6	0.025	1
2769	347	1	-43	6	0.025	1
2770	347	2	-35	2	0.025	1
2771	347	3	-13	2	0.025	1
2772	347	4	-10	0	0.025	1
2773	347	5	10	0	0.025	1
2774	347	6	13	2	0.025	1
2775	347	7	35	2	0.025	1
2776	347	8	43	6	0.025	1
2777	348	1	-43	6	0.025	1
2778	348	2	-35	2	0.025	1
2779	348	3	-13	2	0.025	1
2780	348	4	-10	0	0.025	1
2781	348	5	10	0	0.025	1
2782	348	6	13	2	0.025	1
2783	348	7	35	2	0.025	1
2784	348	8	43	6	0.025	1
2785	349	1	-43	6	0.025	1
2786	349	2	-35	2	0.025	1
2787	349	3	-13	2	0.025	1
2788	349	4	-10	0	0.025	1
2789	349	5	10	0	0.025	1
2790	349	6	13	2	0.025	1
2791	349	7	35	2	0.025	1
2792	349	8	43	6	0.025	1
2793	350	1	-43	6	0.025	1
2794	350	2	-35	2	0.025	1
2795	350	3	-13	2	0.025	1
2796	350	4	-10	0	0.025	1
2797	350	5	10	0	0.025	1
2798	350	6	13	2	0.025	1
2799	350	7	35	2	0.025	1
2800	350	8	43	6	0.025	1
2801	351	1	-43	6	0.025	1
2802	351	2	-35	2	0.025	1
2803	351	3	-13	2	0.025	1
2804	351	4	-10	0	0.025	1
2805	351	5	10	0	0.025	1
2806	351	6	13	2	0.025	1
2807	351	7	35	2	0.025	1
2808	351	8	43	6	0.025	1
2809	352	1	-43	6	0.025	1
2810	352	2	-35	2	0.025	1
2811	352	3	-13	2	0.025	1
2812	352	4	-10	0	0.025	1
2813	352	5	10	0	0.025	1
2814	352	6	13	2	0.025	1
2815	352	7	35	2	0.025	1
2816	352	8	43	6	0.025	1
2817	353	1	-43	6	0.025	1
2818	353	2	-35	2	0.025	1
2819	353	3	-13	2	0.025	1
2820	353	4	-10	0	0.025	1
2821	353	5	10	0	0.025	1
2822	353	6	13	2	0.025	1
2823	353	7	35	2	0.025	1
2824	353	8	43	6	0.025	1
2825	354	1	-43	6	0.025	1
2826	354	2	-35	2	0.025	1
2827	354	3	-13	2	0.025	1
2828	354	4	-10	0	0.025	1
2829	354	5	10	0	0.025	1
2830	354	6	13	2	0.025	1
2831	354	7	35	2	0.025	1
2832	354	8	43	6	0.025	1
2833	355	1	-43	6	0.025	1
2834	355	2	-35	2	0.025	1
2835	355	3	-13	2	0.025	1
2836	355	4	-10	0	0.025	1
2837	355	5	10	0	0.025	1
2838	355	6	13	2	0.025	1
2839	355	7	35	2	0.025	1
2840	355	8	43	6	0.025	1
2841	356	1	-43	6	0.025	1
2842	356	2	-35	2	0.025	1
2843	356	3	-13	2	0.025	1
2844	356	4	-10	0	0.025	1
2845	356	5	10	0	0.025	1
2846	356	6	13	2	0.025	1
2847	356	7	35	2	0.025	1
2848	356	8	43	6	0.025	1
2849	357	1	-43	6	0.025	1
2850	357	2	-35	2	0.025	1
2851	357	3	-13	2	0.025	1
2852	357	4	-10	0	0.025	1
2853	357	5	10	0	0.025	1
2854	357	6	13	2	0.025	1
2855	357	7	35	2	0.025	1
2856	357	8	43	6	0.025	1
2857	358	1	-43	6	0.025	1
2858	358	2	-35	2	0.025	1
2859	358	3	-13	2	0.025	1
2860	358	4	-10	0	0.025	1
2861	358	5	10	0	0.025	1
2862	358	6	13	2	0.025	1
2863	358	7	35	2	0.025	1
2864	358	8	43	6	0.025	1
2865	359	1	-43	6	0.025	1
2866	359	2	-35	2	0.025	1
2867	359	3	-13	2	0.025	1
2868	359	4	-10	0	0.025	1
2869	359	5	10	0	0.025	1
2870	359	6	13	2	0.025	1
2871	359	7	35	2	0.025	1
2872	359	8	43	6	0.025	1
2873	360	1	-43	6	0.025	1
2874	360	2	-35	2	0.025	1
2875	360	3	-13	2	0.025	1
2876	360	4	-10	0	0.025	1
2877	360	5	10	0	0.025	1
2878	360	6	13	2	0.025	1
2879	360	7	35	2	0.025	1
2880	360	8	43	6	0.025	1
2881	361	1	-43	6	0.025	1
2882	361	2	-35	2	0.025	1
2883	361	3	-13	2	0.025	1
2884	361	4	-10	0	0.025	1
2885	361	5	10	0	0.025	1
2886	361	6	13	2	0.025	1
2887	361	7	35	2	0.025	1
2888	361	8	43	6	0.025	1
2889	362	1	-43	6	0.025	1
2890	362	2	-35	2	0.025	1
2891	362	3	-13	2	0.025	1
2892	362	4	-10	0	0.025	1
2893	362	5	10	0	0.025	1
2894	362	6	13	2	0.025	1
2895	362	7	35	2	0.025	1
2896	362	8	43	6	0.025	1
2897	363	1	-43	6	0.025	1
2898	363	2	-35	2	0.025	1
2899	363	3	-13	2	0.025	1
2900	363	4	-10	0	0.025	1
2901	363	5	10	0	0.025	1
2902	363	6	13	2	0.025	1
2903	363	7	35	2	0.025	1
2904	363	8	43	6	0.025	1
2905	364	1	-43	6	0.025	1
2906	364	2	-35	2	0.025	1
2907	364	3	-13	2	0.025	1
2908	364	4	-10	0	0.025	1
2909	364	5	10	0	0.025	1
2910	364	6	13	2	0.025	1
2911	364	7	35	2	0.025	1
2912	364	8	43	6	0.025	1
2913	365	1	-43	6	0.025	1
2914	365	2	-35	2	0.025	1
2915	365	3	-13	2	0.025	1
2916	365	4	-10	0	0.025	1
2917	365	5	10	0	0.025	1
2918	365	6	13	2	0.025	1
2919	365	7	35	2	0.025	1
2920	365	8	43	6	0.025	1
2921	366	1	-43	6	0.025	1
2922	366	2	-35	2	0.025	1
2923	366	3	-13	2	0.025	1
2924	366	4	-10	0	0.025	1
2925	366	5	10	0	0.025	1
2926	366	6	13	2	0.025	1
2927	366	7	35	2	0.025	1
2928	366	8	43	6	0.025	1
2929	367	1	-43	6	0.025	1
2930	367	2	-35	2	0.025	1
2931	367	3	-13	2	0.025	1
2932	367	4	-10	0	0.025	1
2933	367	5	10	0	0.025	1
2934	367	6	13	2	0.025	1
2935	367	7	35	2	0.025	1
2936	367	8	43	6	0.025	1
2937	368	1	-43	6	0.025	1
2938	368	2	-35	2	0.025	1
2939	368	3	-13	2	0.025	1
2940	368	4	-10	0	0.025	1
2941	368	5	10	0	0.025	1
2942	368	6	13	2	0.025	1
2943	368	7	35	2	0.025	1
2944	368	8	43	6	0.025	1
2945	369	1	-43	6	0.025	1
2946	369	2	-35	2	0.025	1
2947	369	3	-13	2	0.025	1
2948	369	4	-10	0	0.025	1
2949	369	5	10	0	0.025	1
2950	369	6	13	2	0.025	1
2951	369	7	35	2	0.025	1
2952	369	8	43	6	0.025	1
2953	370	1	-43	6	0.025	1
2954	370	2	-35	2	0.025	1
2955	370	3	-13	2	0.025	1
2956	370	4	-10	0	0.025	1
2957	370	5	10	0	0.025	1
2958	370	6	13	2	0.025	1
2959	370	7	35	2	0.025	1
2960	370	8	43	6	0.025	1
2961	371	1	-43	6	0.025	1
2962	371	2	-35	2	0.025	1
2963	371	3	-13	2	0.025	1
2964	371	4	-10	0	0.025	1
2965	371	5	10	0	0.025	1
2966	371	6	13	2	0.025	1
2967	371	7	35	2	0.025	1
2968	371	8	43	6	0.025	1
2969	372	1	-43	6	0.025	1
2970	372	2	-35	2	0.025	1
2971	372	3	-13	2	0.025	1
2972	372	4	-10	0	0.025	1
2973	372	5	10	0	0.025	1
2974	372	6	13	2	0.025	1
2975	372	7	35	2	0.025	1
2976	372	8	43	6	0.025	1
2977	373	1	-43	6	0.025	1
2978	373	2	-35	2	0.025	1
2979	373	3	-13	2	0.025	1
2980	373	4	-10	0	0.025	1
2981	373	5	10	0	0.025	1
2982	373	6	13	2	0.025	1
2983	373	7	35	2	0.025	1
2984	373	8	43	6	0.025	1
2985	374	1	-43	6	0.025	1
2986	374	2	-35	2	0.025	1
2987	374	3	-13	2	0.025	1
2988	374	4	-10	0	0.025	1
2989	374	5	10	0	0.025	1
2990	374	6	13	2	0.025	1
2991	374	7	35	2	0.025	1
2992	374	8	43	6	0.025	1
2993	375	1	-43	6	0.025	1
2994	375	2	-35	2	0.025	1
2995	375	3	-13	2	0.025	1
2996	375	4	-10	0	0.025	1
2997	375	5	10	0	0.025	1
2998	375	6	13	2	0.025	1
2999	375	7	35	2	0.025	1
3000	375	8	43	6	0.025	1
3001	376	1	-43	6	0.025	1
3002	376	2	-35	2	0.025	1
3003	376	3	-13	2	0.025	1
3004	376	4	-10	0	0.025	1
3005	376	5	10	0	0.025	1
3006	376	6	13	2	0.025	1
3007	376	7	35	2	0.025	1
3008	376	8	43	6	0.025	1
3009	377	1	-43	6	0.025	1
3010	377	2	-35	2	0.025	1
3011	377	3	-13	2	0.025	1
3012	377	4	-10	0	0.025	1
3013	377	5	10	0	0.025	1
3014	377	6	13	2	0.025	1
3015	377	7	35	2	0.025	1
3016	377	8	43	6	0.025	1
3017	378	1	-43	6	0.025	1
3018	378	2	-35	2	0.025	1
3019	378	3	-13	2	0.025	1
3020	378	4	-10	0	0.025	1
3021	378	5	10	0	0.025	1
3022	378	6	13	2	0.025	1
3023	378	7	35	2	0.025	1
3024	378	8	43	6	0.025	1
3025	379	1	-43	6	0.025	1
3026	379	2	-35	2	0.025	1
3027	379	3	-13	2	0.025	1
3028	379	4	-10	0	0.025	1
3029	379	5	10	0	0.025	1
3030	379	6	13	2	0.025	1
3031	379	7	35	2	0.025	1
3032	379	8	43	6	0.025	1
3033	380	1	-43	6	0.025	1
3034	380	2	-35	2	0.025	1
3035	380	3	-13	2	0.025	1
3036	380	4	-10	0	0.025	1
3037	380	5	10	0	0.025	1
3038	380	6	13	2	0.025	1
3039	380	7	35	2	0.025	1
3040	380	8	43	6	0.025	1
3041	381	1	-43	6	0.025	1
3042	381	2	-35	2	0.025	1
3043	381	3	-13	2	0.025	1
3044	381	4	-10	0	0.025	1
3045	381	5	10	0	0.025	1
3046	381	6	13	2	0.025	1
3047	381	7	35	2	0.025	1
3048	381	8	43	6	0.025	1
3049	382	1	-43	6	0.025	1
3050	382	2	-35	2	0.025	1
3051	382	3	-13	2	0.025	1
3052	382	4	-10	0	0.025	1
3053	382	5	10	0	0.025	1
3054	382	6	13	2	0.025	1
3055	382	7	35	2	0.025	1
3056	382	8	43	6	0.025	1
3057	383	1	-43	6	0.025	1
3058	383	2	-35	2	0.025	1
3059	383	3	-13	2	0.025	1
3060	383	4	-10	0	0.025	1
3061	383	5	10	0	0.025	1
3062	383	6	13	2	0.025	1
3063	383	7	35	2	0.025	1
3064	383	8	43	6	0.025	1
3065	384	1	-43	6	0.025	1
3066	384	2	-35	2	0.025	1
3067	384	3	-13	2	0.025	1
3068	384	4	-10	0	0.025	1
3069	384	5	10	0	0.025	1
3070	384	6	13	2	0.025	1
3071	384	7	35	2	0.025	1
3072	384	8	43	6	0.025	1
3073	385	1	-43	6	0.025	1
3074	385	2	-35	2	0.025	1
3075	385	3	-13	2	0.025	1
3076	385	4	-10	0	0.025	1
3077	385	5	10	0	0.025	1
3078	385	6	13	2	0.025	1
3079	385	7	35	2	0.025	1
3080	385	8	43	6	0.025	1
3081	386	1	-43	6	0.025	1
3082	386	2	-35	2	0.025	1
3083	386	3	-13	2	0.025	1
3084	386	4	-10	0	0.025	1
3085	386	5	10	0	0.025	1
3086	386	6	13	2	0.025	1
3087	386	7	35	2	0.025	1
3088	386	8	43	6	0.025	1
3089	387	1	-43	6	0.025	1
3090	387	2	-35	2	0.025	1
3091	387	3	-13	2	0.025	1
3092	387	4	-10	0	0.025	1
3093	387	5	10	0	0.025	1
3094	387	6	13	2	0.025	1
3095	387	7	35	2	0.025	1
3096	387	8	43	6	0.025	1
3097	388	1	-43	6	0.025	1
3098	388	2	-35	2	0.025	1
3099	388	3	-13	2	0.025	1
3100	388	4	-10	0	0.025	1
3101	388	5	10	0	0.025	1
3102	388	6	13	2	0.025	1
3103	388	7	35	2	0.025	1
3104	388	8	43	6	0.025	1
3105	389	1	-43	6	0.025	1
3106	389	2	-35	2	0.025	1
3107	389	3	-13	2	0.025	1
3108	389	4	-10	0	0.025	1
3109	389	5	10	0	0.025	1
3110	389	6	13	2	0.025	1
3111	389	7	35	2	0.025	1
3112	389	8	43	6	0.025	1
3113	390	1	-43	6	0.025	1
3114	390	2	-35	2	0.025	1
3115	390	3	-13	2	0.025	1
3116	390	4	-10	0	0.025	1
3117	390	5	10	0	0.025	1
3118	390	6	13	2	0.025	1
3119	390	7	35	2	0.025	1
3120	390	8	43	6	0.025	1
3121	391	1	-43	6	0.025	1
3122	391	2	-35	2	0.025	1
3123	391	3	-13	2	0.025	1
3124	391	4	-10	0	0.025	1
3125	391	5	10	0	0.025	1
3126	391	6	13	2	0.025	1
3127	391	7	35	2	0.025	1
3128	391	8	43	6	0.025	1
3129	392	1	-43	6	0.025	1
3130	392	2	-35	2	0.025	1
3131	392	3	-13	2	0.025	1
3132	392	4	-10	0	0.025	1
3133	392	5	10	0	0.025	1
3134	392	6	13	2	0.025	1
3135	392	7	35	2	0.025	1
3136	392	8	43	6	0.025	1
3137	393	1	-43	6	0.025	1
3138	393	2	-35	2	0.025	1
3139	393	3	-13	2	0.025	1
3140	393	4	-10	0	0.025	1
3141	393	5	10	0	0.025	1
3142	393	6	13	2	0.025	1
3143	393	7	35	2	0.025	1
3144	393	8	43	6	0.025	1
3145	394	1	-43	6	0.025	1
3146	394	2	-35	2	0.025	1
3147	394	3	-13	2	0.025	1
3148	394	4	-10	0	0.025	1
3149	394	5	10	0	0.025	1
3150	394	6	13	2	0.025	1
3151	394	7	35	2	0.025	1
3152	394	8	43	6	0.025	1
3153	395	1	-43	6	0.025	1
3154	395	2	-35	2	0.025	1
3155	395	3	-13	2	0.025	1
3156	395	4	-10	0	0.025	1
3157	395	5	10	0	0.025	1
3158	395	6	13	2	0.025	1
3159	395	7	35	2	0.025	1
3160	395	8	43	6	0.025	1
3161	396	1	-43	6	0.025	1
3162	396	2	-35	2	0.025	1
3163	396	3	-13	2	0.025	1
3164	396	4	-10	0	0.025	1
3165	396	5	10	0	0.025	1
3166	396	6	13	2	0.025	1
3167	396	7	35	2	0.025	1
3168	396	8	43	6	0.025	1
3169	397	1	-43	6	0.025	1
3170	397	2	-35	2	0.025	1
3171	397	3	-13	2	0.025	1
3172	397	4	-10	0	0.025	1
3173	397	5	10	0	0.025	1
3174	397	6	13	2	0.025	1
3175	397	7	35	2	0.025	1
3176	397	8	43	6	0.025	1
3177	398	1	-43	6	0.025	1
3178	398	2	-35	2	0.025	1
3179	398	3	-13	2	0.025	1
3180	398	4	-10	0	0.025	1
3181	398	5	10	0	0.025	1
3182	398	6	13	2	0.025	1
3183	398	7	35	2	0.025	1
3184	398	8	43	6	0.025	1
3185	399	1	-43	6	0.025	1
3186	399	2	-35	2	0.025	1
3187	399	3	-13	2	0.025	1
3188	399	4	-10	0	0.025	1
3189	399	5	10	0	0.025	1
3190	399	6	13	2	0.025	1
3191	399	7	35	2	0.025	1
3192	399	8	43	6	0.025	1
3193	400	1	-43	6	0.025	1
3194	400	2	-35	2	0.025	1
3195	400	3	-13	2	0.025	1
3196	400	4	-10	0	0.025	1
3197	400	5	10	0	0.025	1
3198	400	6	13	2	0.025	1
3199	400	7	35	2	0.025	1
3200	400	8	43	6	0.025	1
3201	401	1	-43	6	0.025	1
3202	401	2	-35	2	0.025	1
3203	401	3	-13	2	0.025	1
3204	401	4	-10	0	0.025	1
3205	401	5	10	0	0.025	1
3206	401	6	13	2	0.025	1
3207	401	7	35	2	0.025	1
3208	401	8	43	6	0.025	1
3209	402	1	-43	6	0.025	1
3210	402	2	-35	2	0.025	1
3211	402	3	-13	2	0.025	1
3212	402	4	-10	0	0.025	1
3213	402	5	10	0	0.025	1
3214	402	6	13	2	0.025	1
3215	402	7	35	2	0.025	1
3216	402	8	43	6	0.025	1
3217	403	1	-43	6	0.025	1
3218	403	2	-35	2	0.025	1
3219	403	3	-13	2	0.025	1
3220	403	4	-10	0	0.025	1
3221	403	5	10	0	0.025	1
3222	403	6	13	2	0.025	1
3223	403	7	35	2	0.025	1
3224	403	8	43	6	0.025	1
3225	404	1	-43	6	0.025	1
3226	404	2	-35	2	0.025	1
3227	404	3	-13	2	0.025	1
3228	404	4	-10	0	0.025	1
3229	404	5	10	0	0.025	1
3230	404	6	13	2	0.025	1
3231	404	7	35	2	0.025	1
3232	404	8	43	6	0.025	1
3233	405	1	-43	6	0.025	1
3234	405	2	-35	2	0.025	1
3235	405	3	-13	2	0.025	1
3236	405	4	-10	0	0.025	1
3237	405	5	10	0	0.025	1
3238	405	6	13	2	0.025	1
3239	405	7	35	2	0.025	1
3240	405	8	43	6	0.025	1
3241	406	1	-43	6	0.025	1
